treatment_company,azimuth,md_ft,tvd_ft,date_on_production,operator,footage_lateral_length,well_spacing,porpoise_deviation,porpoise_count,shale_footage,acoustic_impedance,log_permeability,porosity,poisson_ratio,water_saturation,toc,vcl,p_velocity,s_velocity,youngs_modulus,isip,breakdown_pressure,pump_rate,total_number_of_stages,proppant_volume,proppant_fluid_ratio,production,difference_in_days,difference_in_weeks,difference_in_years
treatment_company_8,-29.02,12703,6205.0,2012-12-01,operator_1,5932.0,,14.5,5,0,34639.91,0.24,0.01,0.33,0.89,4.87,0.51,13413.13,7100.55,31.2,4485.0,,80,9,,1.39,364.1304722,4095,585.0,11.219178082191782
treatment_company_9,-51.0,12845,6719.0,2015-10-01,operator_1,5641.0,2000.3877,9.09,4,4695,29496.23,0.49,0.02,0.33,,4.66,0.59,13170.5,7029.04,31.13,4704.0,,89,9,9707983.0,1.65,1740.338768,3061,437.2857142857143,8.386301369863014
treatment_company_16,,11691,6618.0,2015-09-01,operator_4,4408.0,1808.6349,209.38,5,0,30412.25,0.54,0.01,0.33,0.86,4.77,0.42,13442.71,6930.59,30.81,4792.0,,100,24,7170483.0,0.93,1427.262603,3091,441.57142857142856,8.468493150684932
treatment_company_4,-31.209999,15943,9148.0,2018-01-01,operator_7,6545.0,1182.1598,6.66,5,0,30692.77,0.65,0.03,0.25,,4.67,0.6,11815.39,7076.35,31.01,6002.0,,84,34,,1.03,2780.924202,2238,319.7142857142857,6.131506849315069
treatment_company_10,-21.02,20820,7419.0,2018-12-01,operator_4,13151.0,633.22827,9.4,12,0,30743.39,0.74,,0.32,0.77,5.12,0.61,12533.34,7287.32,32.21,5497.0,9255.0,99,16,7218224.0,1.37,1446.991484,1904,272.0,5.2164383561643834
treatment_company_1,-20.01,14138,6374.0,2018-01-01,operator_1,6812.0,2330.6323,39.19,3,0,35162.27,0.17,0.03,0.34,,4.46,0.47,13336.26,6854.63,,,,98,34,13353772.0,1.3,2138.87184,2238,319.7142857142857,6.131506849315069
treatment_company_12,-66.510002,12444,5843.0,2014-07-01,operator_19,5907.0,797.00183,290.91,1,8278,34775.43,0.55,0.02,0.33,,4.98,0.49,13390.83,6986.34,30.94,,,81,25,,0.74,651.2356618,3518,502.57142857142856,9.638356164383561
treatment_company_2,-48.709999,14294,8710.0,2012-07-01,operator_20,5515.0,1915.2654,6.23,7,0,34770.3,0.68,0.04,0.27,,4.01,0.59,11770.49,7086.21,31.53,5611.0,,79,10,3571790.0,1.06,1490.614707,4248,606.8571428571429,11.638356164383561
treatment_company_10,-14.27,11276,5915.0,2015-07-01,operator_11,5111.0,2133.6248,402.79,1,0,30254.81,0.05,0.02,0.33,,4.66,0.67,13160.78,6912.23,30.8,4486.0,,71,21,6148504.0,0.93,866.0650242,3153,450.42857142857144,8.638356164383561
treatment_company_5,-25.459999,21514,6911.0,2019-02-01,operator_11,13344.0,,6.18,23,10831,33446.01,0.63,0.01,0.33,,4.82,0.38,13487.06,6926.36,30.79,4989.0,,80,67,13353837.0,0.79,3575.037996,1842,263.14285714285717,5.046575342465753
treatment_company_10,-43.73,11539,7571.0,2017-07-01,operator_11,3718.0,1026.9476,42.31,27,10759,34285.15,0.53,0.04,0.33,,4.8,0.6,12688.94,7181.78,31.85,4739.0,,70,19,5687669.0,1.1,1937.647336,2422,346.0,6.635616438356164
treatment_company_1,-48.48,12667,6714.0,2017-10-01,operator_1,5529.0,1052.818,10.64,3,2575,34564.91,0.59,0.02,0.34,,4.56,0.31,13507.64,6877.28,30.66,4552.0,,99,36,10940004.0,1.23,2943.45403,2330,332.85714285714283,6.383561643835616
treatment_company_9,-31.870001,15970,6436.0,2018-09-01,operator_11,8935.0,603.01831,2.69,8,0,35167.84,0.28,,0.33,,4.67,0.62,13186.82,7008.4,31.09,3857.0,5972.0,83,45,13525335.0,0.93,1397.581639,1995,285.0,5.465753424657534
treatment_company_8,-20.629999,14368,8116.0,2012-01-01,operator_2,5942.0,1413.6931,6.5,16,0,34781.88,1.94,0.19,0.2,,5.14,0.76,11529.82,7142.4,29.66,5932.0,,66,15,4249796.0,0.94,803.1606739,4430,632.8571428571429,12.136986301369863
treatment_company_10,-65.389999,9678,,2013-07-01,operator_11,3020.0,1934.0277,3.12,17,7606,32165.87,0.45,0.01,0.33,0.85,4.8,0.46,13386.02,6917.09,30.79,4034.0,,70,15,7221107.0,1.13,374.0373534,3883,554.7142857142857,10.638356164383561
treatment_company_10,-38.16,12576,5992.0,2014-07-01,operator_11,6356.0,2896.1667,12.26,10,0,31360.51,0.62,0.01,0.34,,4.85,0.46,13479.49,6980.1,30.95,4250.0,,70,32,9562048.0,0.91,513.7811557,3518,502.57142857142856,9.638356164383561
treatment_company_4,-47.959999,15445,5888.0,2016-09-01,operator_7,8680.0,4096.5459,204.77,1,3086,34285.5,0.26,0.02,0.33,0.8,4.58,0.57,13273.95,6900.74,30.76,4148.0,,91,45,11832149.0,1.14,1268.545581,2725,389.2857142857143,7.465753424657534
treatment_company_4,-26.27,13269,6813.0,2018-04-01,operator_14,5869.0,1135.8936,28.81,5,4642,34779.81,0.93,0.04,0.27,,5.01,0.46,11761.83,6771.15,28.15,5524.0,6640.0,109,38,,1.19,4746.050294,2148,306.85714285714283,5.884931506849315
treatment_company_4,-36.02,12512,7742.0,2016-01-01,operator_4,4520.0,2926.4392,93.45,11,5916,35761.7,0.63,0.04,0.32,0.81,4.83,0.63,12601.6,7230.83,32.08,5789.0,,101,30,7551342.0,0.99,2417.129505,2969,424.14285714285717,8.134246575342466
treatment_company_13,-35.950001,11364,5459.0,2011-07-01,operator_15,5728.0,820.81476,6.33,32,11479,33367.4,0.48,0.02,0.33,,4.65,0.58,13183.12,7057.25,31.21,,,58,18,6078652.0,4.14,1012.636127,4614,659.1428571428571,12.64109589041096
treatment_company_4,-43.18,15645,6981.0,2019-03-01,operator_8,8414.0,,45.38,3,5652,32928.36,0.29,0.01,0.33,0.87,4.69,0.6,13275.93,6959.58,30.94,3670.0,10130.0,95,41,20200290.0,1.44,3916.020999,1814,259.14285714285717,4.96986301369863
treatment_company_5,-24.33,14894,6847.0,2013-07-01,operator_1,6811.0,3159.9893,0.57,10,0,34634.34,1.13,,0.29,,4.9,0.44,12216.1,6764.21,28.45,5110.0,6421.0,100,19,,0.98,2184.601435,3883,554.7142857142857,10.638356164383561
treatment_company_12,-15.64,13785,9011.0,2014-07-01,operator_25,4524.0,1008.0933,23.12,10,0,35210.85,0.43,0.02,0.33,0.81,4.68,0.59,13202.61,7034.19,31.14,4650.0,8741.0,89,30,12578710.0,1.17,2954.911826,3518,502.57142857142856,9.638356164383561
treatment_company_7,-5.6999998,13239,8957.0,2012-07-01,operator_11,4080.0,2250.4063,14.09,4,986,34654.38,0.35,0.03,0.26,,4.66,0.76,11840.69,7095.32,31.36,6693.0,,69,11,1183859.0,0.5,944.0991953,4248,606.8571428571429,11.638356164383561
treatment_company_3,-23.32,16109,6523.0,2018-11-01,operator_5,9269.0,1406.1554,1.51,5,3558,34702.96,0.56,0.01,0.34,0.88,4.75,0.51,13393.22,7013.81,31.07,,,77,46,18379536.0,1.19,3187.030361,1934,276.2857142857143,5.298630136986302
treatment_company_5,-73.519997,14889,7543.0,2019-02-01,operator_11,5759.0,1150.5405,12.81,8,5377,33426.54,0.49,,0.33,0.8,4.66,0.58,13167.66,7032.46,31.14,5217.0,6441.0,92,30,5944860.0,0.87,2788.323309,1842,263.14285714285717,5.046575342465753
treatment_company_12,-26.25,15447,8586.0,2013-07-01,operator_7,6725.0,4285.1748,56.61,1,0,30900.89,0.82,0.06,0.23,,4.28,0.45,11732.57,7098.3,30.59,5963.0,6610.0,85,45,28511624.0,2.97,3437.327277,3883,554.7142857142857,10.638356164383561
treatment_company_10,-22.32,13776,6723.0,2015-01-01,operator_4,6498.0,,9.99,14,5506,35330.63,0.49,0.02,0.33,,4.66,0.58,13167.66,7032.46,31.14,4981.0,,94,44,8745531.0,0.82,1178.496596,3334,476.2857142857143,9.134246575342466
treatment_company_5,-30.540001,15034,7211.0,2017-06-01,operator_5,7373.0,1665.9456,125.83,1,3509,34679.94,1.24,,0.34,,4.1,1.78,12381.15,6475.55,29.72,5425.0,,79,37,18819410.0,1.14,2446.118353,2452,350.2857142857143,6.717808219178083
treatment_company_5,-48.080002,12056,6600.0,2014-07-01,operator_1,5087.0,1074.8921,2.88,19,3254,34897.14,0.5,,0.21,0.7,4.42,0.49,13834.17,6796.6,26.13,,,102,10,6966623.0,1.61,1398.284682,3518,502.57142857142856,9.638356164383561
treatment_company_4,-30.690001,14631,6661.0,2014-07-01,operator_1,7174.0,2108.5647,49.46,39,15667,34594.03,0.62,0.01,0.34,0.89,4.8,0.37,13485.15,6917.72,30.77,4876.0,,101,17,11418378.0,1.39,2946.942466,3518,502.57142857142856,9.638356164383561
treatment_company_10,-32.240002,16097,7534.0,2018-02-01,operator_4,8303.0,2224.2585,1.59,16,8039,33141.48,0.57,0.04,0.33,,4.76,0.49,12747.31,7176.83,31.74,5703.0,9118.0,101,54,,1.4,2845.394623,2207,315.2857142857143,6.046575342465753
treatment_company_1,-66.260002,12690,8355.0,2013-07-01,operator_26,3964.0,2504.8887,411.29,1,559,30823.23,0.24,0.03,0.33,0.97,5.1,0.92,12995.7,6968.18,31.52,5511.0,,86,14,3234287.0,0.71,762.880662,3883,554.7142857142857,10.638356164383561
treatment_company_10,-28.93,9556,6603.0,2012-02-01,operator_11,2752.0,3774.3704,238.9,2,7541,33937.75,0.45,0.02,0.34,,4.72,0.58,13284.4,7002.64,31.05,4810.0,,68,9,2660320.0,1.02,519.0145369,4399,628.4285714285714,12.052054794520547
treatment_company_3,-54.330002,14852,6252.0,2017-09-01,operator_8,8076.0,596.68768,68.71,7,6686,27167.79,0.29,0.02,0.33,0.85,4.68,0.62,13196.24,6988.52,31.04,3947.0,,91,42,16770926.0,1.38,1703.10984,2360,337.14285714285717,6.465753424657534
treatment_company_9,-28.969999,14175,7503.0,2017-09-01,operator_6,6422.0,414.23495,433.59,1,0,34601.01,0.09,0.02,0.24,0.96,3.75,0.62,11154.73,6788.42,28.14,4933.0,,99,49,20365232.0,1.89,4134.70943,2360,337.14285714285717,6.465753424657534
treatment_company_1,-38.939999,18090,6729.0,2015-09-01,operator_8,10767.0,2698.2388,10.88,5,4096,34557.48,0.76,,0.34,,5.76,0.2,13697.88,6894.59,30.67,4985.0,8418.0,89,37,21490254.0,1.07,1999.640558,3091,441.57142857142856,8.468493150684932
treatment_company_7,,12642,8721.0,2013-01-01,operator_11,3682.0,777.88989,3.52,5,3981,34692.64,0.96,,0.29,0.22,4.29,0.7,11825.96,7089.98,31.87,6084.0,,69,10,1024417.0,0.61,769.5577622,4064,580.5714285714286,11.134246575342466
treatment_company_10,-32.900002,14022,8026.0,2017-02-01,operator_4,5746.0,3302.0991,4.99,20,8276,33955.08,0.04,,0.34,0.88,4.55,0.75,13166.14,6859.29,30.66,5127.0,,96,36,10663885.0,0.95,2220.562836,2572,367.42857142857144,7.046575342465753
treatment_company_8,-26.110001,11896,6692.0,2013-07-01,operator_6,4788.0,2575.49,2.44,9,2509,35224.25,1.08,0.07,0.2,0.51,4.89,0.7,10805.18,6806.62,27.08,4948.0,,94,14,,1.42,3601.954635,3883,554.7142857142857,10.638356164383561
treatment_company_4,-54.459999,27797,7698.0,2018-09-01,operator_4,19849.0,3084.9775,19.62,9,4977,30173.22,0.67,0.04,0.32,,5.04,0.56,12583.59,7251.96,32.06,5427.0,,81,110,41950368.0,1.24,8230.697526,1995,285.0,5.465753424657534
treatment_company_2,-34.16,11720,5933.0,2011-01-01,operator_2,5198.0,,1.87,8,5327,34784.76,1.2,0.1,0.19,,6.24,0.52,12169.78,7034.91,28.14,4401.0,,80,14,5533929.0,1.33,864.0738852,4795,685.0,13.136986301369863
treatment_company_5,-38.84,18523,6750.0,2017-05-01,operator_11,10165.0,3329.3179,26.14,7,6084,34788.79,0.69,0.04,0.33,0.69,4.51,0.39,13070.27,7149.38,31.44,4342.0,,68,51,14891694.0,0.89,2802.056243,2483,354.7142857142857,6.802739726027397
treatment_company_4,-24.940001,11610,6135.0,2012-07-01,operator_1,4796.0,822.71124,5.71,5,2655,29564.69,0.72,0.03,0.2,0.78,4.37,0.57,12552.3,6799.15,26.18,4741.0,,101,13,4610261.0,2.35,1096.842131,4248,606.8571428571429,11.638356164383561
treatment_company_4,-50.490002,13782,6668.0,2016-11-01,operator_32,6831.0,2439.7839,6.21,5,0,31311.29,1.07,0.03,0.32,0.81,4.79,0.63,12759.83,7489.7,32.64,4798.0,,100,45,12454948.0,0.91,1999.530331,2664,380.57142857142856,7.298630136986302
treatment_company_3,-23.0,13185,6345.0,2016-03-01,operator_5,6463.0,,17.12,6,0,35162.27,0.16,0.02,0.33,,4.51,0.54,13356.46,6862.91,30.64,5169.0,,71,33,10327993.0,0.98,2399.131083,2909,415.57142857142856,7.96986301369863
treatment_company_16,-30.700001,12164,7413.0,2016-08-01,operator_4,3861.0,,18.24,11,8461,35185.42,0.67,0.04,0.32,0.81,5.12,0.5,12604.33,7255.47,32.01,5709.0,,101,29,6534035.0,0.92,1791.624863,2756,393.7142857142857,7.550684931506849
treatment_company_12,-23.129999,12607,8241.0,2018-08-01,operator_25,3649.0,2062.6599,6.56,17,8389,33148.96,1.73,0.08,0.25,1.04,3.92,0.6,11490.13,6873.9,28.46,5555.0,,92,22,9695312.0,1.35,1528.044578,2026,289.42857142857144,5.550684931506849
treatment_company_1,-55.41,13693,6951.0,2016-01-01,operator_8,6134.0,4527.1538,15.88,12,4426,34661.95,0.47,0.02,0.33,,4.68,0.59,13214.46,7040.7,31.16,4823.0,,87,25,10848465.0,0.94,1862.166746,2969,424.14285714285717,8.134246575342466
treatment_company_6,,13340,6810.0,2014-07-01,operator_4,5837.0,,29.68,11,6383,34752.38,0.74,0.05,0.33,,4.19,0.74,12924.6,7317.63,32.3,4933.0,,95,39,,0.94,604.1442249,3518,502.57142857142856,9.638356164383561
treatment_company_4,-56.970001,13446,6462.0,2016-08-01,operator_29,6502.0,920.12238,21.51,11,6321,31658.89,0.81,0.0,0.32,,4.8,0.43,12763.1,7491.14,32.68,4881.0,,101,41,11967836.0,0.97,994.8978698,2756,393.7142857142857,7.550684931506849
treatment_company_3,-36.0,14965,7121.0,2014-08-01,operator_5,7315.0,565.24841,89.47,2,0,30165.9,1.25,0.06,0.34,,4.07,1.81,12361.94,6473.32,,5315.0,5228.0,78,37,9118790.0,0.93,1692.059695,3487,498.14285714285717,9.553424657534247
treatment_company_1,-34.389999,16403,6843.0,2019-02-01,operator_5,9052.0,836.81824,33.67,11,3671,34719.56,0.68,0.02,0.29,,5.08,0.4,13595.4,6955.35,30.83,4157.0,5958.0,76,46,18375150.0,1.11,3286.239,1842,263.14285714285717,5.046575342465753
treatment_company_12,-70.379997,15134,8020.0,2018-06-01,operator_4,5543.0,904.93347,4.17,7,3701,33353.53,0.56,0.01,0.34,0.87,4.56,0.3,13490.1,6877.69,30.66,5744.0,,95,28,,1.41,2186.598908,2087,298.14285714285717,5.717808219178083
treatment_company_9,-27.360001,11076,6297.0,2014-01-01,operator_17,4529.0,,62.42,3,0,35163.15,0.85,0.08,0.26,0.73,5.14,0.43,13606.49,6773.59,26.98,3969.0,,77,28,6194963.0,1.1,160.5409711,3699,528.4285714285714,10.134246575342466
treatment_company_1,-42.849998,11061,6460.0,2018-09-01,operator_17,4351.0,1840.1987,35.42,9,5384,35313.66,0.8,0.06,0.26,,5.16,0.45,13070.26,6774.33,27.23,4474.0,,80,20,7008360.0,0.96,1619.358959,1995,285.0,5.465753424657534
treatment_company_3,0.34,14553,6357.0,2015-11-01,operator_5,7659.0,,222.52,1,4461,34237.65,0.43,0.02,0.33,,4.68,0.59,13202.61,7034.19,31.14,4699.0,,73,39,,0.34,1828.09065,3030,432.85714285714283,8.301369863013699
treatment_company_1,-12.44,14420,6966.0,2015-02-01,operator_5,7036.0,4767.8154,3.3,23,9636,34856.29,1.25,0.06,0.34,0.43,4.14,1.79,12346.55,6463.92,29.7,5212.0,,64,36,,0.89,1339.480354,3303,471.85714285714283,9.04931506849315
treatment_company_8,-51.93,13417,6518.0,2017-01-01,operator_26,6438.0,1142.3738,16.46,8,0,28560.04,0.32,0.02,0.33,,4.68,0.62,13231.58,6984.64,,4742.0,,97,31,,0.9,746.1053336,2603,371.85714285714283,7.131506849315069
treatment_company_4,-43.189999,13446,6449.0,2016-09-01,operator_29,6663.0,852.60828,40.74,5,0,30707.77,0.82,0.0,0.32,,4.81,0.43,12763.71,7491.37,32.68,4893.0,,101,42,12491281.0,0.95,1122.132455,2725,389.2857142857143,7.465753424657534
treatment_company_27,-72.839996,11988,6603.0,2012-09-01,operator_13,4659.0,1724.9803,10.61,17,8517,34755.29,0.47,0.01,0.33,,4.74,0.38,13639.37,6938.42,30.78,4088.0,,72,17,5023849.0,0.94,551.7185592,4186,598.0,11.468493150684932
treatment_company_12,-41.650002,14749,7888.0,2018-06-01,operator_4,6577.0,1965.1458,2.05,11,4138,33645.53,0.62,0.01,0.26,,4.76,0.46,13487.45,6941.16,30.86,5297.0,,91,34,18451698.0,1.45,2432.173196,2087,298.14285714285717,5.717808219178083
treatment_company_10,-30.08,11790,6388.0,2012-07-01,operator_6,5121.0,1017.1043,186.89,27,7692,34805.43,1.2,0.1,0.26,0.66,5.29,0.82,11311.12,6762.98,26.49,4805.0,,60,13,6707220.0,1.22,1991.387171,4248,606.8571428571429,11.638356164383561
treatment_company_5,-13.9,17144,7796.0,2014-01-01,operator_8,8866.0,,9.76,25,9750,34828.16,1.22,0.04,0.32,,5.01,0.97,12615.97,7447.7,32.87,6028.0,,75,61,12061615.0,0.86,1517.319511,3699,528.4285714285714,10.134246575342466
treatment_company_2,-12.24,11150,6143.0,2011-07-01,operator_2,4775.0,3891.4468,11.69,13,7580,34789.16,1.39,0.11,0.23,0.64,6.86,0.41,11950.4,6903.88,27.54,4648.0,,103,13,5665036.0,1.47,1305.191813,4614,659.1428571428571,12.64109589041096
treatment_company_9,,15958,6974.0,2015-01-01,operator_5,8445.0,519.54889,0.79,4,4865,32599.43,1.21,0.05,0.34,,3.99,1.79,12436.2,6500.49,29.78,5174.0,5647.0,79,43,9892973.0,0.86,2894.767864,3334,476.2857142857143,9.134246575342466
treatment_company_2,-31.33,14491,7820.0,2013-01-01,operator_20,6551.0,1823.136,9.42,4,4385,31208.55,0.77,0.04,0.24,,4.38,0.5,11753.31,7071.57,30.68,4930.0,,92,12,4457004.0,1.08,2036.607955,4064,580.5714285714286,11.134246575342466
treatment_company_12,-49.200001,13688,6393.0,2019-01-01,operator_22,7045.0,,7.09,22,7391,35147.34,0.63,0.01,0.34,0.87,4.92,0.45,13484.58,6959.23,30.88,4470.0,,100,33,14376681.0,1.2,1414.675772,1873,267.57142857142856,5.131506849315069
treatment_company_12,-55.700001,20109,8090.0,2018-09-01,operator_4,11769.0,1477.8228,3.96,10,4836,34505.65,0.31,,0.34,,4.37,0.75,13128.77,6790.14,30.43,5837.0,,97,59,25379144.0,1.48,3177.482772,1995,285.0,5.465753424657534
treatment_company_12,-26.440001,14832,8501.0,2013-01-01,operator_9,5990.0,1515.4327,3.04,25,9541,34872.9,0.96,,0.29,,4.29,0.64,11827.35,7085.9,31.9,6651.0,,89,21,,1.17,1594.76517,4064,580.5714285714286,11.134246575342466
treatment_company_2,-26.559999,13995,8893.0,2014-01-01,operator_7,4519.0,3531.3374,56.15,6,4187,34966.92,0.43,0.03,0.25,0.99,4.57,0.57,11824.99,7094.5,30.98,5910.0,,89,32,6924547.0,0.99,2370.777971,3699,528.4285714285714,10.134246575342466
treatment_company_4,-39.080002,11615,6556.0,2013-01-01,operator_1,4934.0,1013.6836,5.73,8,2552,35349.05,0.56,0.02,0.21,,4.48,0.48,13593.93,6797.2,26.22,4504.0,6128.0,99,21,,1.22,1501.689358,4064,580.5714285714286,11.134246575342466
treatment_company_3,-26.83,15932,6433.0,2017-02-01,operator_5,9111.0,,412.26,1,0,34642.75,0.59,0.02,0.33,0.81,5.06,0.45,13491.08,6981.19,30.93,4721.0,5034.0,77,45,18419500.0,1.11,3662.732086,2572,367.42857142857144,7.046575342465753
treatment_company_1,-29.190001,12810,6186.0,2011-07-01,operator_9,6332.0,,0.2,8,0,34603.7,0.61,0.01,0.34,,4.78,0.41,13483.44,6944.11,30.86,4685.0,5086.0,75,21,7679182.0,1.14,541.0174495,4614,659.1428571428571,12.64109589041096
treatment_company_4,-34.77,12398,6004.0,2016-06-01,operator_7,6144.0,2916.0474,12.31,16,9999,34355.73,0.56,0.02,0.25,0.83,4.5,0.28,13500.49,6877.83,30.66,4322.0,,96,31,7960804.0,1.12,854.8747474,2817,402.42857142857144,7.717808219178083
treatment_company_5,-65.910004,12710,7692.0,2012-01-01,operator_8,3984.0,734.75037,2.61,16,3609,35056.46,0.31,0.02,0.33,0.85,4.68,0.62,13209.54,6988.75,31.03,5543.0,,68,14,1912240.0,0.52,1067.098372,4430,632.8571428571429,12.136986301369863
treatment_company_2,-32.43,16361,8115.0,2012-07-01,operator_20,7551.0,2038.4132,2.85,7,4433,34179.95,0.31,0.02,0.33,0.8,4.66,0.61,13182.77,7015.94,31.11,4688.0,,71,14,5035624.0,1.16,1430.782642,4248,606.8571428571429,11.638356164383561
treatment_company_10,-48.5,12181,,2014-07-01,operator_11,4827.0,774.42963,42.94,2,3351,30406.3,0.57,0.03,0.33,,4.66,0.58,13158.61,7130.24,31.36,,7575.0,70,24,11544720.0,1.13,1578.313098,3518,502.57142857142856,9.638356164383561
treatment_company_12,-43.299999,14302,7792.0,2018-03-01,operator_25,5728.0,3044.7231,13.61,4,5061,33238.32,1.46,0.03,0.24,0.89,4.09,0.41,12253.81,6833.61,28.11,4982.0,,92,30,13247430.0,1.33,2544.72524,2179,311.2857142857143,5.96986301369863
treatment_company_1,-47.700001,16406,6746.0,2015-09-01,operator_8,8989.0,1193.7544,62.91,5,6392,34812.8,0.76,0.02,0.34,0.87,5.84,0.19,13705.78,6889.98,30.66,5226.0,,89,45,22436272.0,1.11,1906.698513,3091,441.57142857142856,8.468493150684932
treatment_company_10,-20.610001,13604,7081.0,2012-05-01,operator_6,6131.0,3735.7505,2.46,6,0,33906.68,0.29,0.02,0.3,,4.68,0.63,13203.24,6983.49,31.02,5789.0,,66,10,5928000.0,1.01,3637.277515,4309,615.5714285714286,11.805479452054794
treatment_company_5,,15800,5531.0,2019-04-01,operator_22,9548.0,829.98633,26.47,2,0,34594.44,0.57,0.01,0.31,,4.78,0.41,13453.74,6927.45,30.8,4243.0,,100,52,22962160.0,1.07,1641.541498,1783,254.71428571428572,4.884931506849315
treatment_company_10,-24.02,15414,6014.0,2018-09-01,operator_2,8714.0,2021.9031,2.66,8,0,31358.18,1.35,0.12,0.2,,6.55,0.48,11999.03,7000.87,28.07,,,95,41,19001292.0,2.32,1438.824444,1995,285.0,5.465753424657534
treatment_company_1,-19.18,14578,8018.0,2011-01-01,operator_20,5342.0,3087.3438,10.65,7,0,34686.45,1.01,0.06,0.29,,6.05,0.42,11698.26,7030.24,31.56,5817.0,,77,14,2878200.0,0.86,1116.070072,4795,685.0,13.136986301369863
treatment_company_1,-39.400002,11890,6357.0,2017-12-01,operator_1,5324.0,3402.3875,0.03,5,3197,34998.16,0.31,0.01,0.33,,4.69,0.59,13269.06,6960.49,30.94,4564.0,,100,35,10472455.0,1.24,2091.234148,2269,324.14285714285717,6.2164383561643834
treatment_company_3,-54.0,13611,7869.0,2018-04-01,operator_4,5534.0,867.63257,27.65,12,6011,35200.81,0.51,,0.33,0.88,4.83,0.44,13600.97,6956.52,30.83,5399.0,8682.0,90,36,12607232.0,1.08,1575.091143,2148,306.85714285714283,5.884931506849315
treatment_company_1,-33.080002,15837,8309.0,2012-01-01,operator_20,7159.0,3209.521,136.92,3,0,34724.5,0.47,0.02,0.34,,,0.57,13168.79,7058.84,31.22,,,85,13,6206248.0,1.25,1348.528035,4430,632.8571428571429,12.136986301369863
treatment_company_12,-41.939999,11718,7505.0,2015-03-01,operator_17,3808.0,2644.187,5.92,8,0,35143.87,-0.03,0.02,0.24,,2.13,0.65,11310.81,6796.93,28.38,5884.0,,80,15,176096.0,0.03,2984.432968,3275,467.85714285714283,8.972602739726028
treatment_company_5,-57.580002,12142,7643.0,2014-09-01,operator_18,3412.0,3204.2871,4.94,2,0,34897.14,0.98,0.07,0.35,0.63,5.19,0.76,11854.79,6380.47,29.36,5455.0,,88,12,7413904.0,1.19,453.0311826,3456,493.7142857142857,9.468493150684932
treatment_company_11,-28.290001,13817,7358.0,2013-07-01,operator_6,6072.0,3205.8596,4.69,24,0,34849.93,0.27,0.02,0.33,,4.68,0.63,13220.38,6970.94,30.98,4250.0,,97,17,7530441.0,1.29,3628.845098,3883,554.7142857142857,10.638356164383561
treatment_company_4,-31.52,13005,6367.0,2015-04-01,operator_1,6089.0,2262.5527,0.11,10,5662,34842.89,0.29,0.02,0.33,0.88,4.68,0.63,13203.24,6983.49,31.02,5066.0,,99,17,11351437.0,1.66,1461.046372,3244,463.42857142857144,8.887671232876713
treatment_company_10,-34.119999,12627,6350.0,2013-01-01,operator_6,6166.0,2859.5527,63.65,4,0,35339.0,0.36,,0.22,0.85,4.98,0.36,12907.62,6790.75,26.88,4508.0,,91,13,7164159.0,1.29,1498.904494,4064,580.5714285714286,11.134246575342466
treatment_company_15,-48.889999,14761,7893.0,2015-11-01,operator_12,6407.0,3675.6843,6.97,8,3661,34111.76,0.75,0.07,0.34,,4.61,0.61,12749.47,6652.92,29.96,5821.0,,80,29,9144740.0,1.23,1188.713132,3030,432.85714285714283,8.301369863013699
treatment_company_7,-47.82,12895,8831.0,2013-03-01,operator_11,3114.0,1641.6816,7.92,13,4617,34049.57,0.26,0.02,0.26,0.95,4.42,0.71,11849.72,7095.87,31.31,5815.0,,69,9,1057977.0,0.75,823.0556071,4005,572.1428571428571,10.972602739726028
